Gene,log2FoldChange,pvalue,padj,minus_log10_pvalue,Change
RHOU,0.07838,0.7312,0.9994,0.135963817,Similar
DUSP5P,0.3542,0.3099,0.9994,0.508778424,Similar
SPHAR,-0.01676,0.9556,0.9994,0.019723859,Similar
C1orf96,-0.04375,0.8516,0.9994,0.069764347,Similar
NUP133,-0.007848,0.9579,0.9994,0.018679827,Similar
ABCB10,0.09477,0.6886,0.9994,0.162032982,Similar
TAF5L,0.1078,0.4314,0.9994,0.365119859,Similar
URB2,0.1673,0.4814,0.9994,0.317493914,Similar
GALNT2,-0.004669,0.9784,0.9994,0.009483556,Similar
PGBD5,0.4322,0.1929,0.9994,0.714667772,Similar
COG2,0.207,0.3545,0.9994,0.45038376,Similar
AGT,-0.04681,0.8877,0.9994,0.05173378,Similar
CAPN9,0.2443,0.5138,0.9994,0.2892059,Similar
ARV1,0.1834,0.2407,0.9994,0.61852391,Similar
FAM89A,-0.4538,0.1463,0.9994,0.834755674,Similar
TRIM67,0.3247,0.3737,0.9994,0.427476902,Similar
C1orf131,-0.0186,0.9172,0.9994,0.037535954,Similar
GNPAT,-0.07693,0.6947,0.9994,0.158202701,Similar
EXOC8,0.2137,0.1276,0.9994,0.894149326,Similar
C1orf124,0.1061,0.6766,0.9994,0.169668007,Similar
EGLN1,-0.03709,0.8814,0.9994,0.054826954,Similar
TSNAX,0.03494,0.893,0.9994,0.049148541,Similar
KIAA1383,0.2172,0.5795,0.9994,0.23694656,Similar
NTPCR,-0.1225,0.4596,0.9994,0.33761998,Similar
PCNXL2,-0.07816,0.7115,0.9994,0.147825096,Similar
KIAA1804,-0.2706,0.3826,0.9994,0.417255034,Similar
KCNK1,-0.2789,0.4184,0.9994,0.378408324,Similar
SLC35F3,-0.1884,0.592,0.9994,0.227678293,Similar
C1orf31,-0.04954,0.7803,0.9994,0.107738393,Similar
TARBP1,-0.1813,0.5993,0.9994,0.222355722,Similar
LOC100506795,0.4079,0.2982,0.9994,0.525492361,Similar
IRF2BP2,0.01588,0.9585,0.9994,0.018407883,Similar
LOC100506810,-0.01114,0.9719,0.9994,0.012378418,Similar
TOMM20,-0.1097,0.7148,0.9994,0.145815456,Similar
RBM34,-0.008434,0.9578,0.9994,0.018725167,Similar
ARID4B,-0.07413,0.5752,0.9994,0.240181123,Similar
GGPS1,0.2184,0.1078,0.9994,0.967381239,Similar
GNG4,0.19,0.4647,0.9994,0.332827328,Similar
LYST,0.2146,0.4103,0.9994,0.386898483,Similar
GPR137B,-0.1942,0.3465,0.9994,0.460296761,Similar
ERO1LB,0.1047,0.6415,0.9994,0.192803339,Similar
LGALS8,0.1609,0.6083,0.9994,0.215882184,Similar
HEATR1,-0.1034,0.4051,0.9994,0.392437757,Similar
ACTN2,-0.3222,0.3562,0.9994,0.448306085,Similar
MTR,-0.2116,0.33,0.9994,0.48148606,Similar
RYR2,0.2909,0.3173,0.9994,0.498529928,Similar
LOC100130331,-0.4155,0.1384,0.9994,0.85886391,Similar
LOC339535,0.2498,0.4474,0.9994,0.34930402,Similar
CHRM3,0.4187,0.2473,0.9994,0.606775884,Similar
FMN2,0.2563,0.3003,0.9994,0.522444668,Similar
GREM2,0.3104,0.2596,0.9994,0.585695312,Similar
RGS7,0.5355,0.1199,0.9994,0.921180817,Similar
FH,-0.1095,0.5275,0.9994,0.277777536,Similar
KMO,-0.3421,0.3798,0.9994,0.42044504,Similar
OPN3,-0.08594,0.6952,0.9994,0.157890237,Similar
CHML,-0.03458,0.8672,0.9994,0.061880731,Similar
WDR64,0.03082,0.9365,0.9994,0.028492218,Similar
EXO1,-0.2799,0.4582,0.9994,0.338944915,Similar
PLD5,-0.4551,0.2373,0.9994,0.624702262,Similar
CEP170,0.264,0.2189,0.9994,0.659754238,Similar
SDCCAG8,-0.1903,0.2402,0.9994,0.619426997,Similar
LOC339529,-0.2149,0.578,0.9994,0.238072162,Similar
ZNF238,-0.07083,0.6962,0.9994,0.157265981,Similar
ADSS,0.01957,0.9072,0.9994,0.042296958,Similar
C1orf101,0.2511,0.4957,0.9994,0.304781081,Similar
COX20,0.158,0.3579,0.9994,0.446238302,Similar
HNRNPU,-0.04253,0.8513,0.9994,0.069917367,Similar
EFCAB2,-0.02254,0.8812,0.9994,0.054925512,Similar
KIF26B,-0.134,0.5962,0.9994,0.224608028,Similar
SMYD3,-0.2342,0.2222,0.9994,0.653255945,Similar
TFB2M,0.08463,0.6819,0.9994,0.16627931,Similar
CNST,0.2636,0.2975,0.9994,0.52651303,Similar
SCCPDH,-0.05935,0.6839,0.9994,0.165007396,Similar
LOC149134,-0.2496,0.4666,0.9994,0.331055266,Similar
AHCTF1,-0.06813,0.5896,0.9994,0.229442525,Similar
ZNF695,-0.1623,0.5814,0.9994,0.235524973,Similar
ZNF670,0.1684,0.4295,0.9994,0.367036832,Similar
ZNF669,0.2427,0.1148,0.9994,0.940058112,Similar
C1orf229,0.2326,0.4086,0.9994,0.388701638,Similar
MIR3916,-0.5519,0.1552,0.9994,0.809108283,Similar
NLRP3,0.05746,0.8835,0.9994,0.053793446,Similar
TRIM58,0.2283,0.5555,0.9994,0.255315937,Similar
OR2L13,-0.1236,0.7255,0.9994,0.139362583,Similar
OR2L2,-0.2074,0.4298,0.9994,0.366733589,Similar
ZNF672,0.1867,0.2677,0.9994,0.572351629,Similar
ZNF692,-0.1618,0.6542,0.9994,0.18428946,Similar
TUBB8,0.1013,0.7823,0.9994,0.10662667,Similar
ZMYND11,0.03674,0.8644,0.9994,0.063285242,Similar
DIP2C,0.1696,0.2923,0.9994,0.534171185,Similar
C10orf108,-0.1953,0.6028,0.9994,0.219826756,Similar
LARP4B,0.03208,0.76,0.9994,0.119186408,Similar
GTPBP4,0.06067,0.6177,0.9994,0.209222399,Similar
IDI2,0.3013,0.3202,0.9994,0.494578672,Similar
IDI1,-0.08144,0.7911,0.9994,0.101768615,Similar
ADARB2,-0.01447,0.9617,0.9994,0.016960384,Similar
PFKP,0.1713,0.5751,0.9994,0.240256632,Similar
PITRM1,0.0328,0.8734,0.9994,0.058786812,Similar
AKR1C1,0.219,0.3686,0.9994,0.433444669,Similar
AKR1C2,0.315,0.2077,0.9994,0.682563503,Similar
ASB13,-0.03078,0.9278,0.9994,0.032545632,Similar
FAM208B,0.07006,0.6402,0.9994,0.19368433,Similar
GDI2,-0.2459,0.2804,0.9994,0.552221991,Similar
ANKRD16,0.1679,0.2551,0.9994,0.593289541,Similar
RBM17,-0.08362,0.3854,0.9994,0.41408829,Similar
PFKFB3,-0.1102,0.7634,0.9994,0.117247844,Similar
LOC399715,-0.2956,0.3906,0.9994,0.408267761,Similar
PRKCQ,0.182,0.6121,0.9994,0.213177621,Similar
LOC439949,0.3584,0.2978,0.9994,0.526075307,Similar
SFMBT2,0.1286,0.6368,0.9994,0.195996945,Similar
ITIH5,-0.2508,0.5188,0.9994,0.285000033,Similar
ITIH2,-0.503,0.1994,0.9994,0.700274846,Similar
KIN,0.07217,0.7249,0.9994,0.1397219,Similar
ATP5C1,-0.08453,0.6684,0.9994,0.174963559,Similar
TAF3,0.1042,0.5248,0.9994,0.280006174,Similar
GATA3,-0.1092,0.7804,0.9994,0.107682739,Similar
CELF2,-0.06437,0.8177,0.9994,0.087406002,Similar
USP6NL,-0.08268,0.7032,0.9994,0.152921138,Similar
ECHDC3,0.04222,0.9127,0.9994,0.039671949,Similar
C10orf47,-0.146,0.5847,0.9994,0.233066906,Similar
LOC219731,0.1771,0.6448,0.9994,0.190574971,Similar
UPF2,-0.06081,0.7466,0.9994,0.126912014,Similar
DHTKD1,-0.07655,0.5868,0.9994,0.231509895,Similar
SEC61A2,0.1254,0.4818,0.9994,0.317133204,Similar
NUDT5,-0.1033,0.7194,0.9994,0.143029567,Similar
CDC123,0.0346,0.8374,0.9994,0.077067043,Similar
CAMK1D,0.04354,0.8235,0.9994,0.084336396,Similar
LOC283070,0.1171,0.5763,0.9994,0.23935138,Similar
CCDC3,-0.2124,0.5098,0.9994,0.292600169,Similar
OPTN,-0.03336,0.8728,0.9994,0.059085262,Similar
MCM10,-0.2801,0.4629,0.9994,0.334512819,Similar
PHYH,-0.1741,0.2805,0.9994,0.552067134,Similar
SEPHS1,-0.0163,0.9339,0.9994,0.029699625,Similar
BEND7,-0.1248,0.5761,0.9994,0.239502125,Similar
PRPF18,0.08351,0.5003,0.9994,0.300769497,Similar
FRMD4A,0.1418,0.1822,0.9994,0.739451627,Similar
FAM107B,0.1676,0.501,0.9994,0.300162274,Similar
CDNF,0.1366,0.7053,0.9994,0.151626116,Similar
HSPA14,0.09065,0.6125,0.9994,0.212893907,Similar
SUV39H2,0.03192,0.8473,0.9994,0.071962794,Similar
DCLRE1C,-0.1833,0.3355,0.9994,0.474307475,Similar
MEIG1,0.5515,0.1196,0.9994,0.92226882,Similar
ACBD7,-0.187,0.4227,0.9994,0.373967752,Similar
C10orf111,-0.0251,0.9452,0.9994,0.024476287,Similar
RPP38,0.3231,0.2869,0.9994,0.542269452,Similar
NMT2,-0.1704,0.2751,0.9994,0.56050941,Similar
FAM171A1,0.01319,0.9222,0.9994,0.035174882,Similar
ITGA8,-0.3194,0.4151,0.9994,0.381847267,Similar
FAM188A,0.07899,0.7188,0.9994,0.143391932,Similar
PTER,0.4871,0.2124,0.9994,0.672845488,Similar
C1QL3,0.5523,0.152,0.9994,0.818156412,Similar
RSU1,-0.3018,0.2707,0.9994,0.567511744,Similar
CUBN,0.1488,0.3767,0.9994,0.42400438,Similar
TRDMT1,-0.1705,0.5773,0.9994,0.238598443,Similar
ST8SIA6,-0.5656,0.1369,0.9994,0.863596552,Similar
PTPLA,-0.2397,0.4189,0.9994,0.37788964,Similar
SLC39A12,-0.2124,0.5781,0.9994,0.237997031,Similar
CACNB2,-0.1132,0.7138,0.9994,0.146423456,Similar
NSUN6,-0.05704,0.8674,0.9994,0.061780582,Similar
ARL5B,0.01469,0.9396,0.9994,0.027056992,Similar
NEBL,-0.1091,0.6392,0.9994,0.194363234,Similar
LOC100128511,0.1567,0.6862,0.9994,0.163549286,Similar
C10orf114,-0.02762,0.9304,0.9994,0.031330298,Similar
C10orf140,0.2286,0.3652,0.9994,0.437469231,Similar
MLLT10,-0.09102,0.6969,0.9994,0.156829535,Similar
LOC100130992,-0.2906,0.4587,0.9994,0.33847126,Similar
COMMD3,0.2105,0.3138,0.9994,0.503347061,Similar
BMI1,0.3159,0.2,0.9994,0.698970004,Similar
SPAG6,0.341,0.3806,0.9994,0.419531216,Similar
LOC100499489,0.3025,0.3565,0.9994,0.447940466,Similar
PIP4K2A,-0.1439,0.6376,0.9994,0.195451692,Similar
ARMC3,0.4322,0.2671,0.9994,0.573326112,Similar
MSRB2,-0.01983,0.8853,0.9994,0.052909536,Similar
PTF1A,0.4863,0.1902,0.9994,0.720789487,Similar
C10orf67,-0.02225,0.9546,0.9994,0.02017857,Similar
ARHGAP21,0.1874,0.4565,0.9994,0.340559218,Similar
PRTFDC1,0.1113,0.7393,0.9994,0.131179294,Similar
ENKUR,0.005344,0.9891,0.9994,0.004759798,Similar
GPR158,0.2731,0.3592,0.9994,0.444663672,Similar
MYO3A,0.185,0.5388,0.9994,0.268572413,Similar
PDSS1,0.0674,0.7012,0.9994,0.154158093,Similar
ABI1,-0.082,0.5804,0.9994,0.236272596,Similar
LINC00202,0.1366,0.7184,0.9994,0.143633676,Similar
ANKRD26,0.0276,0.8416,0.9994,0.074894273,Similar
YME1L1,-0.1092,0.4169,0.9994,0.379968105,Similar
MASTL,-0.05569,0.8309,0.9994,0.080451241,Similar
ACBD5,0.02225,0.8421,0.9994,0.074636333,Similar
LOC387646,0.3534,0.2729,0.9994,0.563996464,Similar
RAB18,0.1982,0.4394,0.9994,0.357139947,Similar
ARMC4,0.09114,0.8071,0.9994,0.093072653,Similar
MPP7,-0.2753,0.2367,0.9994,0.625801742,Similar
LOC220906,0.03846,0.9049,0.9994,0.043399412,Similar
WAC,-0.0523,0.6385,0.9994,0.194839098,Similar
BAMBI,-0.3635,0.163,0.9994,0.787812396,Similar
LOC387647,0.1956,0.5809,0.9994,0.235898624,Similar
MTPAP,-0.03795,0.8745,0.9994,0.058240186,Similar
LOC729668,-0.05128,0.8952,0.9994,0.048079926,Similar
MAP3K8,-0.1846,0.4652,0.9994,0.332360294,Similar
ZNF438,-0.02303,0.9146,0.9994,0.038768803,Similar
ZEB1-AS1,0.1907,0.3782,0.9994,0.422278475,Similar
ZEB1,-0.1046,0.6009,0.9994,0.221197796,Similar
ARHGAP12,0.1381,0.363,0.9994,0.440093375,Similar
KIF5B,0.009824,0.9456,0.9994,0.024292536,Similar
CCDC7,-0.04377,0.9038,0.9994,0.043927663,Similar
NRP1,0.1416,0.6154,0.9994,0.210842508,Similar
CUL2,0.1329,0.3137,0.9994,0.503485481,Similar
CREM,-0.1063,0.5658,0.9994,0.247337057,Similar
CCNY,-0.03607,0.8367,0.9994,0.077430231,Similar
FZD8,-0.4464,0.2395,0.9994,0.620694482,Similar
ANKRD30A,-0.157,0.6122,0.9994,0.213106675,Similar
ZNF248,-0.1215,0.7484,0.9994,0.125866221,Similar
ZNF33A,0.1712,0.1973,0.9994,0.704872915,Similar
ZNF37A,0.1506,0.669,0.9994,0.174573882,Similar
LOC100129055,-0.08292,0.8321,0.9994,0.079824478,Similar
HSD17B7P2,0.3022,0.44,0.9994,0.356547324,Similar
LOC399744,0.1814,0.6144,0.9994,0.211548793,Similar
LOC441666,-0.555,0.1266,0.9994,0.897566294,Similar
ZNF37BP,-0.1172,0.7059,0.9994,0.151256818,Similar
ZNF33B,-0.00675,0.9802,0.9994,0.008685302,Similar
BMS1,0.06477,0.6925,0.9994,0.159580222,Similar
RET,0.3117,0.4206,0.9994,0.376130732,Similar
CSGALNACT2,-0.2433,0.2809,0.9994,0.551448261,Similar
RASGEF1A,-0.02106,0.9512,0.9994,0.021728158,Similar
HNRNPF,-0.1105,0.5513,0.9994,0.258612008,Similar
ZNF487P,-0.005183,0.989,0.9994,0.004803708,Similar
ZNF239,0.1294,0.7355,0.9994,0.133417323,Similar
ZNF485,0.04423,0.8905,0.9994,0.050366076,Similar
ZNF32,-0.003598,0.9848,0.9994,0.00665196,Similar
HNRNPA3P1,-0.0102,0.9791,0.9994,0.009172949,Similar
RASSF4,0.07571,0.7516,0.9994,0.124013229,Similar
C10orf10,-0.3152,0.2408,0.9994,0.618343517,Similar
C10orf25,0.4466,0.1788,0.9994,0.747632486,Similar
ZNF22,0.1529,0.4567,0.9994,0.340368988,Similar
OR13A1,-0.1426,0.71,0.9994,0.148741651,Similar
ALOX5,-0.5544,0.1574,0.9994,0.802995272,Similar
Mar-08,-0.05354,0.8345,0.9994,0.078573659,Similar
ZFAND4,0.01422,0.9501,0.9994,0.022230682,Similar
FAM21C,-0.02777,0.9224,0.9994,0.035080706,Similar
AGAP4,-0.01654,0.9639,0.9994,0.01596802,Similar
SYT15,-0.1028,0.7607,0.9994,0.118786584,Similar
GPRIN2,0.1689,0.6474,0.9994,0.188827305,Similar
PPYR1,0.154,0.6598,0.9994,0.180587689,Similar
LOC643650,-0.1483,0.6673,0.9994,0.175678875,Similar
LOC728643,-0.1801,0.6371,0.9994,0.195792395,Similar
FAM21B,0.1855,0.5313,0.9994,0.274660184,Similar
ZNF488,-0.24,0.4205,0.9994,0.376234,Similar
GDF10,-0.431,0.2653,0.9994,0.57626275,Similar
LOC399753,-0.4962,0.145,0.9994,0.838631998,Similar
FRMPD2,0.2182,0.568,0.9994,0.245651664,Similar
MAPK8,0.1517,0.566,0.9994,0.247183569,Similar
ARHGAP22,-0.1921,0.6056,0.9994,0.217814134,Similar
WDFY4,0.08891,0.8204,0.9994,0.085974348,Similar
LRRC18,0.2387,0.5217,0.9994,0.282579163,Similar
VSTM4,-0.1389,0.7114,0.9994,0.147886139,Similar
C10orf128,0.5018,0.1906,0.9994,0.719877104,Similar
DRGX,-0.09588,0.7964,0.9994,0.098868749,Similar
ERCC6,0.08177,0.675,0.9994,0.170696227,Similar
PGBD3,0.104,0.7436,0.9994,0.128660619,Similar
CHAT,0.1199,0.7588,0.9994,0.119872678,Similar
SLC18A3,-0.07826,0.8375,0.9994,0.077015184,Similar
OGDHL,-0.1165,0.712,0.9994,0.147520006,Similar
AGAP8,0.3629,0.3437,0.9994,0.463820468,Similar
NCOA4,-0.02804,0.8811,0.9994,0.054974799,Similar
TIMM23,0.1616,0.4348,0.9994,0.361710465,Similar
AGAP6,-0.1044,0.7736,0.9994,0.111483539,Similar
FLJ31813,-0.1585,0.6854,0.9994,0.1640559,Similar
FAM21A,-0.1122,0.7052,0.9994,0.151687696,Similar
SGMS1,-0.04576,0.7985,0.9994,0.09772508,Similar
ASAH2B,0.2246,0.4252,0.9994,0.371406744,Similar
PRKG1,-0.3301,0.3671,0.9994,0.435215615,Similar
CSTF2T,0.1151,0.5814,0.9994,0.235524973,Similar
LOC100506939,0.4484,0.2248,0.9994,0.648203693,Similar
DKK1,-0.01693,0.9644,0.9994,0.015742798,Similar
PCDH15,0.1166,0.7428,0.9994,0.129128105,Similar
ZWINT,-0.2996,0.4265,0.9994,0.370080964,Similar
IPMK,0.1764,0.3805,0.9994,0.419645339,Similar
CISD1,0.1669,0.4378,0.9994,0.358724243,Similar
UBE2D1,0.2595,0.332,0.9994,0.478861916,Similar
TFAM,0.2184,0.2363,0.9994,0.626536278,Similar
BICC1,-0.5382,0.1433,0.9994,0.84375381,Similar
LOC728640,0.013,0.9659,0.9994,0.015067834,Similar
FAM13C,0.3189,0.1134,0.9994,0.945386945,Similar
SLC16A9,-0.278,0.3552,0.9994,0.449527043,Similar
CCDC6,-0.2445,0.3047,0.9994,0.516127546,Similar
RHOBTB1,-0.08201,0.7879,0.9994,0.1035289,Similar
TMEM26,-0.4144,0.2906,0.9994,0.53670439,Similar
C10orf107,0.03339,0.9313,0.9994,0.030910397,Similar
ARID5B,-0.005119,0.9876,0.9994,0.005418919,Similar
ZNF365,0.144,0.6867,0.9994,0.163232953,Similar
ADO,-0.01855,0.8989,0.9994,0.04628862,Similar
EGR2,-0.4953,0.2053,0.9994,0.687611051,Similar
NRBF2,-0.01858,0.9305,0.9994,0.031283623,Similar
JMJD1C,-0.08733,0.646,0.9994,0.189767482,Similar
LOC84989,-0.03688,0.918,0.9994,0.037157319,Similar
DNAJC12,0.3266,0.21,0.9994,0.677780705,Similar
SIRT1,-0.03902,0.8421,0.9994,0.074636333,Similar
HERC4,-0.1653,0.3354,0.9994,0.474436942,Similar
PBLD,-0.2574,0.3086,0.9994,0.510604078,Similar
HNRNPH3,0.003398,0.9867,0.9994,0.005814872,Similar
RUFY2,0.1596,0.3052,0.9994,0.515415471,Similar
DNA2,0.03091,0.9205,0.9994,0.035976207,Similar
SLC25A16,-0.06037,0.8401,0.9994,0.075669015,Similar
TET1,-0.1305,0.6132,0.9994,0.212397854,Similar
CCAR1,-0.1274,0.6963,0.9994,0.157203605,Similar
SNORD98,-0.2396,0.5188,0.9994,0.285000033,Similar
STOX1,0.09653,0.7817,0.9994,0.106959888,Similar
DDX50,-0.1659,0.4592,0.9994,0.337998121,Similar
DDX21,-0.06774,0.6991,0.9994,0.155460698,Similar
KIAA1279,0.1767,0.1174,0.9994,0.930331903,Similar
VPS26A,0.01591,0.9305,0.9994,0.031283623,Similar
SUPV3L1,0.0727,0.6206,0.9994,0.207188229,Similar
HKDC1,0.2549,0.4847,0.9994,0.31452698,Similar
HK1,0.1253,0.5223,0.9994,0.282079974,Similar
TSPAN15,-0.2541,0.3218,0.9994,0.49241396,Similar
NEUROG3,0.1347,0.7283,0.9994,0.13768969,Similar
C10orf35,0.1856,0.5252,0.9994,0.279675283,Similar
H2AFY2,0.05343,0.7861,0.9994,0.104522204,Similar
AIFM2,-0.01756,0.9334,0.9994,0.029932203,Similar
TYSND1,-0.0569,0.8514,0.9994,0.069866354,Similar
SAR1A,-0.07296,0.5293,0.9994,0.276298106,Similar
PPA1,0.0443,0.877,0.9994,0.057000407,Similar
LRRC20,0.07977,0.4176,0.9994,0.37923951,Similar
EIF4EBP2,0.01809,0.8818,0.9994,0.054629906,Similar
NODAL,0.2742,0.4845,0.9994,0.314706219,Similar
KIAA1274,0.3921,0.1863,0.9994,0.729787145,Similar
SGPL1,-0.1882,0.1704,0.9994,0.76853041,Similar
PCBD1,0.0216,0.9115,0.9994,0.040243327,Similar
LOC728978,-0.1935,0.6193,0.9994,0.20809892,Similar
SLC29A3,-0.01991,0.9406,0.9994,0.026595026,Similar
CDH23,0.3257,0.3526,0.9994,0.452717692,Similar
C10orf54,-0.06934,0.8588,0.9994,0.066107964,Similar
PSAP,0.02579,0.8833,0.9994,0.05389177,Similar
CHST3,-0.1269,0.6496,0.9994,0.187353984,Similar
SPOCK2,0.2581,0.4422,0.9994,0.354381262,Similar
ASCC1,0.1292,0.3258,0.9994,0.48704892,Similar
DDIT4,-0.4872,0.143,0.9994,0.844663963,Similar
DNAJB12,0.09142,0.6757,0.9994,0.170246081,Similar
MICU1,0.1324,0.1516,0.9994,0.819300799,Similar
MCU,-0.134,0.3106,0.9994,0.507798549,Similar
NUDT13,-0.1587,0.5609,0.9994,0.25111456,Similar
ECD,-0.005997,0.9734,0.9994,0.011708658,Similar
FAM149B1,-0.04445,0.6655,0.9994,0.17685194,Similar
DNAJC9,0.08071,0.6857,0.9994,0.163865851,Similar
C10orf103,0.1052,0.7353,0.9994,0.133535434,Similar
MRPS16,0.06256,0.8048,0.9994,0.094312032,Similar
TTC18,0.364,0.2151,0.9994,0.66735959,Similar
ANXA7,-0.1732,0.5501,0.9994,0.259558355,Similar
MSS51,0.08258,0.8319,0.9994,0.079928876,Similar
PPP3CB,0.2211,0.1392,0.9994,0.856360765,Similar
USP54,0.2456,0.4175,0.9994,0.37934352,Similar
MYOZ1,0.2584,0.4426,0.9994,0.35398859,Similar
SYNPO2L,0.5837,0.118,0.9994,0.928117993,Similar
AGAP5,-0.1994,0.5803,0.9994,0.236347429,Similar
BMS1P4,-0.02502,0.9352,0.9994,0.029095502,Similar
SEC24C,0.06069,0.7994,0.9994,0.097235856,Similar
FUT11,0.04002,0.8716,0.9994,0.059682778,Similar
KIAA0913,-0.02872,0.9124,0.9994,0.039814723,Similar
LOC100507331,0.06714,0.8628,0.9994,0.064089864,Similar
NDST2,0.02584,0.8702,0.9994,0.060380921,Similar
CAMK2G,0.2256,0.3181,0.9994,0.497436331,Similar
AP3M1,-0.03529,0.8101,0.9994,0.091461368,Similar
ADK,-0.1337,0.5193,0.9994,0.284581677,Similar
KAT6B,0.1124,0.4684,0.9994,0.329383114,Similar
DUSP13,0.1035,0.7793,0.9994,0.108295324,Similar
SAMD8,0.00164,0.9867,0.9994,0.005814872,Similar
VDAC2,-0.03118,0.9104,0.9994,0.040767751,Similar
COMTD1,0.3246,0.3117,0.9994,0.506263198,Similar
ZNF503,-0.07475,0.8009,0.9994,0.096421706,Similar
ZNF503-AS2,0.08429,0.7869,0.9994,0.104080455,Similar
C10orf11,-0.2808,0.4637,0.9994,0.333762904,Similar
KCNMA1,-0.1557,0.6672,0.9994,0.175743962,Similar
DLG5,-0.03122,0.8369,0.9994,0.077326432,Similar
LOC100128292,0.1305,0.6945,0.9994,0.15832775,Similar
RPS24,-0.2132,0.3051,0.9994,0.515557792,Similar
LOC100132987,0.08925,0.8178,0.9994,0.087352894,Similar
LOC283050,0.5531,0.135,0.9994,0.869666232,Similar
ZMIZ1,0.1715,0.2643,0.9994,0.577902837,Similar
PPIF,-0.04465,0.8231,0.9994,0.084547398,Similar
EIF5AL1,-0.004927,0.979,0.9994,0.009217308,Similar
SFTPA2,-0.1676,0.6691,0.9994,0.17450897,Similar
LOC650623,0.2572,0.4242,0.9994,0.372429336,Similar
LOC642361,0.0103,0.9492,0.9994,0.02264227,Similar
SFTPD,-0.0971,0.8026,0.9994,0.095500845,Similar
LOC219347,-0.03608,0.9234,0.9994,0.03461013,Similar
FAM213A,0.02337,0.9077,0.9994,0.042057665,Similar
MAT1A,0.05903,0.8803,0.9994,0.055369298,Similar
DYDC2,0.4158,0.2837,0.9994,0.547140664,Similar
C10orf58,-0.09228,0.5033,0.9994,0.29817307,Similar
TSPAN14,0.136,0.3756,0.9994,0.425274416,Similar
SH2D4B,-0.03483,0.9135,0.9994,0.039291448,Similar
NRG3,0.3358,0.292,0.9994,0.534617149,Similar
CDHR1,0.1732,0.6058,0.9994,0.217670731,Similar
LRIT2,0.5036,0.1952,0.9994,0.709520187,Similar
LOC170425,-0.008444,0.9806,0.9994,0.008508111,Similar
FAM190B,-0.1138,0.5604,0.9994,0.251501873,Similar
GRID1,0.1047,0.6778,0.9994,0.168898435,Similar
LDB3,-0.1013,0.7819,0.9994,0.106848787,Similar
BMPR1A,-0.1518,0.4756,0.9994,0.322758154,Similar
MMRN2,0.1138,0.7698,0.9994,0.113622093,Similar
SNCG,-0.06542,0.8663,0.9994,0.062331686,Similar
C10orf116,-0.133,0.7288,0.9994,0.137391636,Similar
AGAP11,-0.05721,0.8705,0.9994,0.060231225,Similar
GLUD1,0.01731,0.9063,0.9994,0.04272802,Similar
FAM35A,-0.2648,0.2053,0.9994,0.687611051,Similar
FAM22A,-0.4042,0.2612,0.9994,0.583026827,Similar
LOC728190,-0.2216,0.5655,0.9994,0.247567391,Similar
LOC439994,-0.07546,0.8474,0.9994,0.07191154,Similar
FAM22D,-0.1424,0.7119,0.9994,0.147581007,Similar
MINPP1,0.06997,0.7126,0.9994,0.147154182,Similar
ATAD1,0.06098,0.814,0.9994,0.089375595,Similar
CFL1P1,0.251,0.3572,0.9994,0.44708855,Similar
KLLN,-0.05181,0.8905,0.9994,0.050366076,Similar
PTEN,0.01806,0.9226,0.9994,0.03498655,Similar
RNLS,0.2402,0.5024,0.9994,0.298950369,Similar
STAMBPL1,0.2894,0.3172,0.9994,0.498666821,Similar
FAS,-0.3279,0.349,0.9994,0.457174573,Similar
CH25H,-0.347,0.2288,0.9994,0.64054398,Similar
LIPA,-0.08023,0.6756,0.9994,0.170310359,Similar
IFIT2,-0.1322,0.7187,0.9994,0.143452355,Similar
IFIT3,-0.3981,0.1662,0.9994,0.779368981,Similar
IFIT1,0.3376,0.3193,0.9994,0.495801081,Similar
IFIT5,0.2518,0.369,0.9994,0.432973634,Similar
SLC16A12,0.3313,0.3983,0.9994,0.399789694,Similar
PANK1,-0.01176,0.9677,0.9994,0.014259259,Similar
FLJ37201,0.1201,0.6491,0.9994,0.187688391,Similar
KIF20B,-0.3199,0.2761,0.9994,0.558933593,Similar
LOC643529,-0.235,0.5406,0.9994,0.267123959,Similar
HTR7,0.07201,0.8542,0.9994,0.068440433,Similar
RPP30,-0.03336,0.8465,0.9994,0.072373038,Similar
PCGF5,-0.1683,0.5317,0.9994,0.27433334,Similar
HECTD2,0.01484,0.9379,0.9994,0.027843464,Similar
PPP1R3C,0.1965,0.4878,0.9994,0.311758204,Similar
TNKS2,0.0845,0.3732,0.9994,0.428058365,Similar
BTAF1,-0.1596,0.6108,0.9994,0.214100972,Similar
CPEB3,0.4077,0.1095,0.9994,0.960585881,Similar
Mar-05,0.05621,0.6164,0.9994,0.21013737,Similar
MARK2P9,-0.279,0.469,0.9994,0.328827157,Similar
IDE,-0.2883,0.1149,0.9994,0.939679971,Similar
KIF11,-0.502,0.1102,0.9994,0.957818405,Similar
EXOC6,-0.09114,0.556,0.9994,0.254925208,Similar
CYP26C1,0.0104,0.9788,0.9994,0.009306039,Similar
CYP26A1,0.06984,0.8396,0.9994,0.07592757,Similar
RBP4,-0.4786,0.2221,0.9994,0.653451441,Similar
PDE6C,-0.1038,0.7643,0.9994,0.11673614,Similar
FRA10AC1,0.06464,0.7814,0.9994,0.107126593,Similar
SLC35G1,-0.1382,0.7164,0.9994,0.144844423,Similar
