"","Registry","Sex","Cancer","Year","Incidence","Mortality"
"1377","CZ Czech Republic","Female","Lung","2010",36.46,29.7
"1378","CZ Czech Republic","Female","Melanoma of the skin","2010",18.82,2.78
"1379","CZ Czech Republic","Female","Breast female","2010",121.1,32.11
"1380","CZ Czech Republic","Female","Bladder","2010",12.76,4.16
"1381","DK Denmark","Male","Colon","2010",64.65,33.93
"1382","DK Denmark","Male","Pancreas","2010",22.31,20.84
"1383","DK Denmark","Male","Lung","2010",104.67,91.02
"1384","DK Denmark","Male","Melanoma of the skin","2010",37.3,6.58
"1385","DK Denmark","Male","Prostate","2010",184.3,64.5
"1386","DK Denmark","Male","Bladder","2010",52.24,19.52
"1387","DK Denmark","Female","Colon","2010",53.62,26.41
"1388","DK Denmark","Female","Pancreas","2010",17.47,16.63
"1389","DK Denmark","Female","Lung","2010",84.22,66.96
"1390","DK Denmark","Female","Melanoma of the skin","2010",37.88,4.01
"1391","DK Denmark","Female","Breast female","2010",185.09,44.57
"1392","DK Denmark","Female","Bladder","2010",15.02,6.17
"1393","IE Ireland","Male","Colon","2010",65.96,22.78
"1394","IE Ireland","Male","Pancreas","2010",20.02,19.6
"1395","IE Ireland","Male","Lung","2010",101.3,78.35
"1396","IE Ireland","Male","Melanoma of the skin","2010",23.19,6.5
"1397","IE Ireland","Male","Prostate","2010",233.88,54.14
"1398","IE Ireland","Male","Bladder","2010",39.68,11.31
"1399","IE Ireland","Female","Colon","2010",44.72,14.85
"1400","IE Ireland","Female","Pancreas","2010",13.93,15.01
"1401","IE Ireland","Female","Lung","2010",61.37,46.48
"1402","IE Ireland","Female","Melanoma of the skin","2010",28.5,3.76
"1403","IE Ireland","Female","Breast female","2010",154.72,40.12
"1404","IE Ireland","Female","Bladder","2010",12.35,4.17
"1405","NL Netherlands","Male","Colon","2010",74.1,34.86
"1406","NL Netherlands","Male","Pancreas","2010",18,19.59
"1407","NL Netherlands","Male","Lung","2010",114.12,107.68
"1408","NL Netherlands","Male","Melanoma of the skin","2010",29.17,6.54
"1409","NL Netherlands","Male","Prostate","2010",166.17,51.82
"1410","NL Netherlands","Male","Bladder","2010",73.95,16.34
"1411","NL Netherlands","Female","Colon","2010",53.95,23.85
"1412","NL Netherlands","Female","Pancreas","2010",14.78,16.23
"1413","NL Netherlands","Female","Lung","2010",58.63,47.03
"1414","NL Netherlands","Female","Melanoma of the skin","2010",30.13,4.17
"1415","NL Netherlands","Female","Breast female","2010",164.1,39.68
"1416","NL Netherlands","Female","Bladder","2010",16.6,4.64
"1417","PL Poland","Male","Colon","2010",41.08,33.56
"1418","PL Poland","Male","Pancreas","2010",12.4,18.19
"1419","PL Poland","Male","Lung","2010",115.37,129.05
"1420","PL Poland","Male","Melanoma of the skin","2010",8.67,4.88
"1421","PL Poland","Male","Prostate","2010",84.75,40.88
"1422","PL Poland","Male","Bladder","2010",44.86,23.26
"1423","PL Poland","Female","Colon","2010",24.34,18.47
"1424","PL Poland","Female","Pancreas","2010",9.2,12.5
"1425","PL Poland","Female","Lung","2010",33.52,33.57
"1426","PL Poland","Female","Melanoma of the skin","2010",7.17,3.15
"1427","PL Poland","Female","Breast female","2010",84.13,28.49
"1428","PL Poland","Female","Bladder","2010",8.21,3.62
"1429","AT Austria","Male","Colon","2011",51.81,25.31
"1430","AT Austria","Male","Pancreas","2011",24.25,22.82
"1431","AT Austria","Male","Lung","2011",79.1,68.51
"1432","AT Austria","Male","Melanoma of the skin","2011",21.54,5.96
"1433","AT Austria","Male","Prostate","2011",140.86,41.5
"1434","AT Austria","Male","Bladder","2011",36.41,11.47
"1435","AT Austria","Female","Colon","2011",29.32,14.48
"1436","AT Austria","Female","Pancreas","2011",19.34,17.15
"1437","AT Austria","Female","Lung","2011",38.27,29.35
"1438","AT Austria","Female","Melanoma of the skin","2011",17.01,3.56
"1439","AT Austria","Female","Breast female","2011",123.31,31.97
"1440","AT Austria","Female","Bladder","2011",9.16,3.7
"1441","BG Bulgaria","Male","Colon","2011",43.07,28.43
"1442","BG Bulgaria","Male","Pancreas","2011",18.21,17.17
"1443","BG Bulgaria","Male","Lung","2011",91.43,80.25
"1444","BG Bulgaria","Male","Melanoma of the skin","2011",7.11,2.82
"1445","BG Bulgaria","Male","Prostate","2011",88.89,33.64
"1446","BG Bulgaria","Male","Bladder","2011",40.25,13.68
"1447","BG Bulgaria","Female","Colon","2011",28.26,16.32
"1448","BG Bulgaria","Female","Pancreas","2011",11.38,9.88
"1449","BG Bulgaria","Female","Lung","2011",16.32,15.65
"1450","BG Bulgaria","Female","Melanoma of the skin","2011",6.37,1.83
"1451","BG Bulgaria","Female","Breast female","2011",93.77,31.35
"1452","BG Bulgaria","Female","Bladder","2011",8.54,2.19
"1453","CZ Czech Republic","Male","Colon","2011",68.92,33.06
"1454","CZ Czech Republic","Male","Pancreas","2011",28.14,27.17
"1455","CZ Czech Republic","Male","Lung","2011",111.98,99.05
"1456","CZ Czech Republic","Male","Melanoma of the skin","2011",25.69,5.35
"1457","CZ Czech Republic","Male","Prostate","2011",177.43,43.82
"1458","CZ Czech Republic","Male","Bladder","2011",50.56,15.22
"1459","CZ Czech Republic","Female","Colon","2011",39.47,18.39
"1460","CZ Czech Republic","Female","Pancreas","2011",20.6,18.99
"1461","CZ Czech Republic","Female","Lung","2011",38.37,31.61
"1462","CZ Czech Republic","Female","Melanoma of the skin","2011",17.4,3.11
"1463","CZ Czech Republic","Female","Breast female","2011",119.2,32.8
"1464","CZ Czech Republic","Female","Bladder","2011",12.38,3.7
"1465","DK Denmark","Male","Colon","2011",60.85,33.17
"1466","DK Denmark","Male","Pancreas","2011",22.96,21.24
"1467","DK Denmark","Male","Lung","2011",101.4,84.67
"1468","DK Denmark","Male","Melanoma of the skin","2011",42.61,7.46
"1469","DK Denmark","Male","Prostate","2011",189.49,66.91
"1470","DK Denmark","Male","Bladder","2011",56.81,18.03
"1471","DK Denmark","Female","Colon","2011",55.16,27.46
"1472","DK Denmark","Female","Pancreas","2011",17.49,16.11
"1473","DK Denmark","Female","Lung","2011",82.62,65.91
"1474","DK Denmark","Female","Melanoma of the skin","2011",43.78,3.72
"1475","DK Denmark","Female","Breast female","2011",167.22,44.41
"1476","DK Denmark","Female","Bladder","2011",16.32,5.72
"1477","IE Ireland","Male","Colon","2011",64.61,24.67
"1478","IE Ireland","Male","Pancreas","2011",19.74,18.78
"1479","IE Ireland","Male","Lung","2011",97.76,85.08
"1480","IE Ireland","Male","Melanoma of the skin","2011",24.71,5.84
"1481","IE Ireland","Male","Prostate","2011",246.61,54.25
"1482","IE Ireland","Male","Bladder","2011",40.73,11.75
"1483","IE Ireland","Female","Colon","2011",45.32,16
"1484","IE Ireland","Female","Pancreas","2011",14.64,14.38
"1485","IE Ireland","Female","Lung","2011",60.1,48.29
"1486","IE Ireland","Female","Melanoma of the skin","2011",26.27,4.2
"1487","IE Ireland","Female","Breast female","2011",157.93,41.83
"1488","IE Ireland","Female","Bladder","2011",12.28,5.86
"1489","NL Netherlands","Male","Colon","2011",72.93,32.38
"1490","NL Netherlands","Male","Pancreas","2011",16.62,18.85
"1491","NL Netherlands","Male","Lung","2011",112.74,105.71
"1492","NL Netherlands","Male","Melanoma of the skin","2011",31.7,6.01
"1493","NL Netherlands","Male","Prostate","2011",174.64,47.54
"1494","NL Netherlands","Male","Bladder","2011",72.28,16.29
"1495","NL Netherlands","Female","Colon","2011",54.83,24.73
"1496","NL Netherlands","Female","Pancreas","2011",14.3,16.68
"1497","NL Netherlands","Female","Lung","2011",59.7,49.44
"1498","NL Netherlands","Female","Melanoma of the skin","2011",32.58,4.44
"1499","NL Netherlands","Female","Breast female","2011",170.92,39.67
"1500","NL Netherlands","Female","Bladder","2011",17.09,4.44
"1501","PL Poland","Male","Colon","2011",40.14,33.02
"1502","PL Poland","Male","Pancreas","2011",12.68,17.28
"1503","PL Poland","Male","Lung","2011",111.98,124.51
"1504","PL Poland","Male","Melanoma of the skin","2011",9.01,5.41
"1505","PL Poland","Male","Prostate","2011",91.21,41.23
"1506","PL Poland","Male","Bladder","2011",42.98,23.66
"1507","PL Poland","Female","Colon","2011",24.61,17.62
"1508","PL Poland","Female","Pancreas","2011",9.12,12.09
"1509","PL Poland","Female","Lung","2011",34.43,33.48
"1510","PL Poland","Female","Melanoma of the skin","2011",7.27,3.15
"1511","PL Poland","Female","Breast female","2011",87.65,29.19
"1512","PL Poland","Female","Bladder","2011",8.05,3.72
"1513","AT Austria","Male","Colon","2012",48.94,23.7
"1514","AT Austria","Male","Pancreas","2012",21.56,21.78
"1515","AT Austria","Male","Lung","2012",80.51,67.76
"1516","AT Austria","Male","Melanoma of the skin","2012",21.38,6.17
"1517","AT Austria","Male","Prostate","2012",129.68,39.19
"1518","AT Austria","Male","Bladder","2012",32.91,12.58
"1519","AT Austria","Female","Colon","2012",28.75,14.1
"1520","AT Austria","Female","Pancreas","2012",18.43,17.98
"1521","AT Austria","Female","Lung","2012",39.73,30.38
"1522","AT Austria","Female","Melanoma of the skin","2012",15.82,3.09
"1523","AT Austria","Female","Breast female","2012",123.48,32.61
"1524","AT Austria","Female","Bladder","2012",8.82,3.45
"1525","BG Bulgaria","Male","Colon","2012",46.3,32.84
"1526","BG Bulgaria","Male","Pancreas","2012",21.85,18.44
"1527","BG Bulgaria","Male","Lung","2012",98,86.35
"1528","BG Bulgaria","Male","Melanoma of the skin","2012",7.75,2.9
"1529","BG Bulgaria","Male","Prostate","2012",98.55,34.91
"1530","BG Bulgaria","Male","Bladder","2012",38.35,17.24
"1531","BG Bulgaria","Female","Colon","2012",31.34,17.54
"1532","BG Bulgaria","Female","Pancreas","2012",12.78,11.09
"1533","BG Bulgaria","Female","Lung","2012",18.34,16.79
"1534","BG Bulgaria","Female","Melanoma of the skin","2012",5.96,1.69
"1535","BG Bulgaria","Female","Breast female","2012",93.33,33.25
"1536","BG Bulgaria","Female","Bladder","2012",8.3,3.21
"1537","CZ Czech Republic","Male","Colon","2012",68.97,33.68
"1538","CZ Czech Republic","Male","Pancreas","2012",26.86,24.92
"1539","CZ Czech Republic","Male","Lung","2012",107.26,94.81
"1540","CZ Czech Republic","Male","Melanoma of the skin","2012",27.1,6.16
"1541","CZ Czech Republic","Male","Prostate","2012",170.28,43.74
"1542","CZ Czech Republic","Male","Bladder","2012",50.87,15.96
"1543","CZ Czech Republic","Female","Colon","2012",37.64,18.1
"1544","CZ Czech Republic","Female","Pancreas","2012",17.98,16.93
"1545","CZ Czech Republic","Female","Lung","2012",37.15,32.33
"1546","CZ Czech Republic","Female","Melanoma of the skin","2012",18.29,3.23
"1547","CZ Czech Republic","Female","Breast female","2012",122.48,31.33
"1548","CZ Czech Republic","Female","Bladder","2012",12.53,4.11
"1549","DK Denmark","Male","Colon","2012",62.31,31.85
"1550","DK Denmark","Male","Pancreas","2012",21.73,23.24
"1551","DK Denmark","Male","Lung","2012",102.11,89.8
"1552","DK Denmark","Male","Melanoma of the skin","2012",42.41,8.18
"1553","DK Denmark","Male","Prostate","2012",185.51,60.6
"1554","DK Denmark","Male","Bladder","2012",62.19,18.09
"1555","DK Denmark","Female","Colon","2012",54.06,24.87
"1556","DK Denmark","Female","Pancreas","2012",17.07,17.1
"1557","DK Denmark","Female","Lung","2012",80.2,66.12
"1558","DK Denmark","Female","Melanoma of the skin","2012",40.39,4.35
"1559","DK Denmark","Female","Breast female","2012",163,41.3
"1560","DK Denmark","Female","Bladder","2012",17.58,6.09
"1561","IE Ireland","Male","Colon","2012",65.57,24.42
"1562","IE Ireland","Male","Pancreas","2012",17.71,18.99
"1563","IE Ireland","Male","Lung","2012",95.55,80.89
"1564","IE Ireland","Male","Melanoma of the skin","2012",24.63,6.34
"1565","IE Ireland","Male","Prostate","2012",223.78,48.43
"1566","IE Ireland","Male","Bladder","2012",39.41,12.66
"1567","IE Ireland","Female","Colon","2012",44.67,14.96
"1568","IE Ireland","Female","Pancreas","2012",15.37,14.35
"1569","IE Ireland","Female","Lung","2012",64.15,45.38
"1570","IE Ireland","Female","Melanoma of the skin","2012",25.14,3.21
"1571","IE Ireland","Female","Breast female","2012",156.18,40.13
"1572","IE Ireland","Female","Bladder","2012",12.32,3.88
"1573","NL Netherlands","Male","Colon","2012",72.67,34.46
"1574","NL Netherlands","Male","Pancreas","2012",17.13,20.14
"1575","NL Netherlands","Male","Lung","2012",104.76,98.91
"1576","NL Netherlands","Male","Melanoma of the skin","2012",33.14,6.84
"1577","NL Netherlands","Male","Prostate","2012",163.15,47.86
"1578","NL Netherlands","Male","Bladder","2012",71.62,15.08
"1579","NL Netherlands","Female","Colon","2012",54.65,24.44
"1580","NL Netherlands","Female","Pancreas","2012",14.43,15.5
"1581","NL Netherlands","Female","Lung","2012",60.97,49.17
"1582","NL Netherlands","Female","Melanoma of the skin","2012",32.22,3.77
"1583","NL Netherlands","Female","Breast female","2012",172.4,38.36
"1584","NL Netherlands","Female","Bladder","2012",16.96,4.76
"1585","PL Poland","Male","Colon","2012",41.85,33.98
"1586","PL Poland","Male","Pancreas","2012",13.56,18.15
"1587","PL Poland","Male","Lung","2012",114.02,123.58
"1588","PL Poland","Male","Melanoma of the skin","2012",9.96,5.34
"1589","PL Poland","Male","Prostate","2012",93.15,41.59
"1590","PL Poland","Male","Bladder","2012",45.9,22.82
"1591","PL Poland","Female","Colon","2012",24.86,18.81
"1592","PL Poland","Female","Pancreas","2012",9.65,12.85
"1593","PL Poland","Female","Lung","2012",35.9,33.91
"1594","PL Poland","Female","Melanoma of the skin","2012",8.6,3.32
"1595","PL Poland","Female","Breast female","2012",88.52,29.43
"1596","PL Poland","Female","Bladder","2012",8.56,3.6
"1597","BG Bulgaria","Male","Colon","2013",46.67,36.47
"1598","BG Bulgaria","Male","Pancreas","2013",22.77,20.66
"1599","BG Bulgaria","Male","Lung","2013",98.92,88.6
"1600","BG Bulgaria","Male","Melanoma of the skin","2013",6.99,3.78
"1601","BG Bulgaria","Male","Prostate","2013",93.36,36.23
"1602","BG Bulgaria","Male","Bladder","2013",40.28,14.96
"1603","BG Bulgaria","Female","Colon","2013",28.79,17.86
"1604","BG Bulgaria","Female","Pancreas","2013",12.43,10.34
"1605","BG Bulgaria","Female","Lung","2013",18.91,15.76
"1606","BG Bulgaria","Female","Melanoma of the skin","2013",5.35,2.06
"1607","BG Bulgaria","Female","Breast female","2013",94.66,30.69
"1608","BG Bulgaria","Female","Bladder","2013",9.11,3.03
"1609","CZ Czech Republic","Male","Colon","2013",67.07,32.86
"1610","CZ Czech Republic","Male","Pancreas","2013",25.7,25.18
"1611","CZ Czech Republic","Male","Lung","2013",103.38,90.42
"1612","CZ Czech Republic","Male","Melanoma of the skin","2013",26.69,5.89
"1613","CZ Czech Republic","Male","Prostate","2013",163.64,45.26
"1614","CZ Czech Republic","Male","Bladder","2013",49.77,16.36
"1615","CZ Czech Republic","Female","Colon","2013",37.86,17.22
"1616","CZ Czech Republic","Female","Pancreas","2013",18.48,18.02
"1617","CZ Czech Republic","Female","Lung","2013",36.69,30.58
"1618","CZ Czech Republic","Female","Melanoma of the skin","2013",19.66,2.5
"1619","CZ Czech Republic","Female","Breast female","2013",124.11,31.39
"1620","CZ Czech Republic","Female","Bladder","2013",13.23,4.35
"1621","DK Denmark","Male","Colon","2013",66.38,30.43
"1622","DK Denmark","Male","Pancreas","2013",18.85,20.39
"1623","DK Denmark","Male","Lung","2013",94.62,84.7
"1624","DK Denmark","Male","Melanoma of the skin","2013",38.83,6.8
"1625","DK Denmark","Male","Prostate","2013",178.94,62.61
"1626","DK Denmark","Male","Bladder","2013",61.02,17.44
"1627","DK Denmark","Female","Colon","2013",52.22,23.87
"1628","DK Denmark","Female","Pancreas","2013",17.5,17.13
"1629","DK Denmark","Female","Lung","2013",83.14,64.5
"1630","DK Denmark","Female","Melanoma of the skin","2013",41.86,4.86
"1631","DK Denmark","Female","Breast female","2013",167.63,38.81
"1632","DK Denmark","Female","Bladder","2013",16.46,5.07
"1633","NL Netherlands","Male","Colon","2013",70.69,30.42
"1634","NL Netherlands","Male","Pancreas","2013",15.68,18.12
"1635","NL Netherlands","Male","Lung","2013",98.07,95.12
"1636","NL Netherlands","Male","Melanoma of the skin","2013",33.78,6.93
"1637","NL Netherlands","Male","Prostate","2013",150.33,45.87
"1638","NL Netherlands","Male","Bladder","2013",68.11,14.59
"1639","NL Netherlands","Female","Colon","2013",51.41,22.3
"1640","NL Netherlands","Female","Pancreas","2013",12.38,14.83
"1641","NL Netherlands","Female","Lung","2013",59.1,48.83
"1642","NL Netherlands","Female","Melanoma of the skin","2013",33.79,3.87
"1643","NL Netherlands","Female","Breast female","2013",170.29,37.32
"1644","NL Netherlands","Female","Bladder","2013",17.05,3.87
"1645","PL Poland","Male","Colon","2013",40.28,32.25
"1646","PL Poland","Male","Pancreas","2013",13.15,17.62
"1647","PL Poland","Male","Lung","2013",106.85,119.84
"1648","PL Poland","Male","Melanoma of the skin","2013",9.71,5.58
"1649","PL Poland","Male","Prostate","2013",97.31,41.22
"1650","PL Poland","Male","Bladder","2013",45.73,23.59
"1651","PL Poland","Female","Colon","2013",25.31,17.52
"1652","PL Poland","Female","Pancreas","2013",9.2,12.45
"1653","PL Poland","Female","Lung","2013",36.07,34.36
"1654","PL Poland","Female","Melanoma of the skin","2013",8.09,3.43
"1655","PL Poland","Female","Breast female","2013",86.85,30.21
"1656","PL Poland","Female","Bladder","2013",8.9,3.82
"1657","DK Denmark","Male","Colon","2014",76.17,32.11
"1658","DK Denmark","Male","Pancreas","2014",20,19.33
"1659","DK Denmark","Male","Lung","2014",99.45,84.31
"1660","DK Denmark","Male","Melanoma of the skin","2014",42.3,7.3
"1661","DK Denmark","Male","Prostate","2014",185.24,57.25
"1662","DK Denmark","Male","Bladder","2014",63.45,14.44
"1663","DK Denmark","Female","Colon","2014",61.46,21.61
"1664","DK Denmark","Female","Pancreas","2014",16.83,18.32
"1665","DK Denmark","Female","Lung","2014",79.45,62.24
"1666","DK Denmark","Female","Melanoma of the skin","2014",44.88,4.72
"1667","DK Denmark","Female","Breast female","2014",166.81,39.6
"1668","DK Denmark","Female","Bladder","2014",17.29,5.42
